;location;date;new_cases;new_deaths;population;aged_65_older_percent;gdp_per_capita;hospital_beds_per_thousand;year;month_of_year;week_of_year;weekday;day_of_year;code_3;country_code;continent;sub_region;hosp_level_natural_id;gdp_level_natural_id;hosp_level_pk;gdp_level_pk;hosp_level_desc;gdp_level_desc;sub_regions_id;continent_id;day_id
1762;Belarus;2020-04-20;0;2;9449321;14.799;17167.967;11.0;2020;4;17;0;111;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737535
1763;Belarus;2020-04-21;1485;4;9449321;14.799;17167.967;11.0;2020;4;17;1;112;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737536
1764;Belarus;2020-04-22;459;4;9449321;14.799;17167.967;11.0;2020;4;17;2;113;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737537
1765;Belarus;2020-04-23;558;3;9449321;14.799;17167.967;11.0;2020;4;17;3;114;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737538
1766;Belarus;2020-04-24;741;2;9449321;14.799;17167.967;11.0;2020;4;17;4;115;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737539
1767;Belarus;2020-04-25;751;3;9449321;14.799;17167.967;11.0;2020;4;17;5;116;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737540
1768;Belarus;2020-04-26;817;4;9449321;14.799;17167.967;11.0;2020;4;17;6;117;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737541
1769;Belarus;2020-04-27;873;5;9449321;14.799;17167.967;11.0;2020;4;18;0;118;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737542
1770;Belarus;2020-04-28;826;3;9449321;14.799;17167.967;11.0;2020;4;18;1;119;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737543
1771;Belarus;2020-04-29;919;4;9449321;14.799;17167.967;11.0;2020;4;18;2;120;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737544
1772;Belarus;2020-04-30;973;5;9449321;14.799;17167.967;11.0;2020;4;18;3;121;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737545
1773;Belarus;2020-05-01;846;5;9449321;14.799;17167.967;11.0;2020;5;18;4;122;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737546
1774;Belarus;2020-05-02;890;4;9449321;14.799;17167.967;11.0;2020;5;18;5;123;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737547
1775;Belarus;2020-05-03;911;4;9449321;14.799;17167.967;11.0;2020;5;18;6;124;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737548
1776;Belarus;2020-05-04;877;2;9449321;14.799;17167.967;11.0;2020;5;19;0;125;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737549
1777;Belarus;2020-05-05;784;4;9449321;14.799;17167.967;11.0;2020;5;19;1;126;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737550
1778;Belarus;2020-05-06;861;4;9449321;14.799;17167.967;11.0;2020;5;19;2;127;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737551
1779;Belarus;2020-05-07;905;5;9449321;14.799;17167.967;11.0;2020;5;19;3;128;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737552
1780;Belarus;2020-05-08;913;4;9449321;14.799;17167.967;11.0;2020;5;19;4;129;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737553
1781;Belarus;2020-05-09;933;5;9449321;14.799;17167.967;11.0;2020;5;19;5;130;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737554
1782;Belarus;2020-05-10;951;5;9449321;14.799;17167.967;11.0;2020;5;19;6;131;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737555
1783;Belarus;2020-05-11;921;5;9449321;14.799;17167.967;11.0;2020;5;20;0;132;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737556
1784;Belarus;2020-05-12;933;4;9449321;14.799;17167.967;11.0;2020;5;20;1;133;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737557
1785;Belarus;2020-05-13;967;7;9449321;14.799;17167.967;11.0;2020;5;20;2;134;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737558
1786;Belarus;2020-05-14;952;4;9449321;14.799;17167.967;11.0;2020;5;20;3;135;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737559
1787;Belarus;2020-05-15;947;5;9449321;14.799;17167.967;11.0;2020;5;20;4;136;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737560
1788;Belarus;2020-05-16;958;5;9449321;14.799;17167.967;11.0;2020;5;20;5;137;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737561
1789;Belarus;2020-05-17;951;4;9449321;14.799;17167.967;11.0;2020;5;20;6;138;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737562
1790;Belarus;2020-05-18;969;5;9449321;14.799;17167.967;11.0;2020;5;21;0;139;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737563
1791;Belarus;2020-05-19;922;6;9449321;14.799;17167.967;11.0;2020;5;21;1;140;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737564
1792;Belarus;2020-05-20;936;4;9449321;14.799;17167.967;11.0;2020;5;21;2;141;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737565
1793;Belarus;2020-05-21;918;4;9449321;14.799;17167.967;11.0;2020;5;21;3;142;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737566
1794;Belarus;2020-05-22;945;6;9449321;14.799;17167.967;11.0;2020;5;21;4;143;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737567
1795;Belarus;2020-05-23;932;5;9449321;14.799;17167.967;11.0;2020;5;21;5;144;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737568
1796;Belarus;2020-05-24;941;4;9449321;14.799;17167.967;11.0;2020;5;21;6;145;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737569
1797;Belarus;2020-05-25;954;5;9449321;14.799;17167.967;11.0;2020;5;22;0;146;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737570
1798;Belarus;2020-05-26;946;5;9449321;14.799;17167.967;11.0;2020;5;22;1;147;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737571
1799;Belarus;2020-05-27;915;4;9449321;14.799;17167.967;11.0;2020;5;22;2;148;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737572
1800;Belarus;2020-05-28;897;6;9449321;14.799;17167.967;11.0;2020;5;22;3;149;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737573
1801;Belarus;2020-05-29;902;5;9449321;14.799;17167.967;11.0;2020;5;22;4;150;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737574
1802;Belarus;2020-05-30;906;5;9449321;14.799;17167.967;11.0;2020;5;22;5;151;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737575
1803;Belarus;2020-05-31;894;5;9449321;14.799;17167.967;11.0;2020;5;22;6;152;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737576
1804;Belarus;2020-06-01;898;6;9449321;14.799;17167.967;11.0;2020;6;23;0;153;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737577
1805;Belarus;2020-06-02;847;5;9449321;14.799;17167.967;11.0;2020;6;23;1;154;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737578
1806;Belarus;2020-06-03;852;3;9449321;14.799;17167.967;11.0;2020;6;23;2;155;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737579
1807;Belarus;2020-06-04;861;5;9449321;14.799;17167.967;11.0;2020;6;23;3;156;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737580
1808;Belarus;2020-06-05;865;5;9449321;14.799;17167.967;11.0;2020;6;23;4;157;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737581
1809;Belarus;2020-06-06;887;6;9449321;14.799;17167.967;11.0;2020;6;23;5;158;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737582
1810;Belarus;2020-06-07;883;4;9449321;14.799;17167.967;11.0;2020;6;23;6;159;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737583
1811;Belarus;2020-06-08;879;6;9449321;14.799;17167.967;11.0;2020;6;24;0;160;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737584
1812;Belarus;2020-06-09;823;7;9449321;14.799;17167.967;11.0;2020;6;24;1;161;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737585
1813;Belarus;2020-06-10;812;6;9449321;14.799;17167.967;11.0;2020;6;24;2;162;BLR;112;Europe;Eastern Europe;MPTH;MHI;4;3;many hospital beds per thousand inhabitants;middle-high income;6;3;737586
1814;Belgium;2019-12-31;0;0;11589616;18.571;42658.576;5.64;2019;12;1;1;365;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737424
1815;Belgium;2020-01-01;0;0;11589616;18.571;42658.576;5.64;2020;1;1;2;1;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737425
1816;Belgium;2020-01-02;0;0;11589616;18.571;42658.576;5.64;2020;1;1;3;2;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737426
1817;Belgium;2020-01-03;0;0;11589616;18.571;42658.576;5.64;2020;1;1;4;3;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737427
1818;Belgium;2020-01-04;0;0;11589616;18.571;42658.576;5.64;2020;1;1;5;4;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737428
1819;Belgium;2020-01-05;0;0;11589616;18.571;42658.576;5.64;2020;1;1;6;5;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737429
1820;Belgium;2020-01-06;0;0;11589616;18.571;42658.576;5.64;2020;1;2;0;6;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737430
1821;Belgium;2020-01-07;0;0;11589616;18.571;42658.576;5.64;2020;1;2;1;7;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737431
1822;Belgium;2020-01-08;0;0;11589616;18.571;42658.576;5.64;2020;1;2;2;8;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737432
1823;Belgium;2020-01-09;0;0;11589616;18.571;42658.576;5.64;2020;1;2;3;9;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737433
1824;Belgium;2020-01-10;0;0;11589616;18.571;42658.576;5.64;2020;1;2;4;10;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737434
1825;Belgium;2020-01-11;0;0;11589616;18.571;42658.576;5.64;2020;1;2;5;11;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737435
1826;Belgium;2020-01-12;0;0;11589616;18.571;42658.576;5.64;2020;1;2;6;12;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737436
1827;Belgium;2020-01-13;0;0;11589616;18.571;42658.576;5.64;2020;1;3;0;13;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737437
1828;Belgium;2020-01-14;0;0;11589616;18.571;42658.576;5.64;2020;1;3;1;14;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737438
1829;Belgium;2020-01-15;0;0;11589616;18.571;42658.576;5.64;2020;1;3;2;15;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737439
1830;Belgium;2020-01-16;0;0;11589616;18.571;42658.576;5.64;2020;1;3;3;16;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737440
1831;Belgium;2020-01-17;0;0;11589616;18.571;42658.576;5.64;2020;1;3;4;17;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737441
1832;Belgium;2020-01-18;0;0;11589616;18.571;42658.576;5.64;2020;1;3;5;18;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737442
1833;Belgium;2020-01-19;0;0;11589616;18.571;42658.576;5.64;2020;1;3;6;19;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737443
1834;Belgium;2020-01-20;0;0;11589616;18.571;42658.576;5.64;2020;1;4;0;20;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737444
1835;Belgium;2020-01-21;0;0;11589616;18.571;42658.576;5.64;2020;1;4;1;21;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737445
1836;Belgium;2020-01-22;0;0;11589616;18.571;42658.576;5.64;2020;1;4;2;22;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737446
1837;Belgium;2020-01-23;0;0;11589616;18.571;42658.576;5.64;2020;1;4;3;23;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737447
1838;Belgium;2020-01-24;0;0;11589616;18.571;42658.576;5.64;2020;1;4;4;24;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737448
1839;Belgium;2020-01-25;0;0;11589616;18.571;42658.576;5.64;2020;1;4;5;25;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737449
1840;Belgium;2020-01-26;0;0;11589616;18.571;42658.576;5.64;2020;1;4;6;26;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737450
1841;Belgium;2020-01-27;0;0;11589616;18.571;42658.576;5.64;2020;1;5;0;27;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737451
1842;Belgium;2020-01-28;0;0;11589616;18.571;42658.576;5.64;2020;1;5;1;28;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737452
1843;Belgium;2020-01-29;0;0;11589616;18.571;42658.576;5.64;2020;1;5;2;29;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737453
1844;Belgium;2020-01-30;0;0;11589616;18.571;42658.576;5.64;2020;1;5;3;30;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737454
1845;Belgium;2020-01-31;0;0;11589616;18.571;42658.576;5.64;2020;1;5;4;31;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737455
1846;Belgium;2020-02-01;0;0;11589616;18.571;42658.576;5.64;2020;2;5;5;32;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737456
1847;Belgium;2020-02-02;0;0;11589616;18.571;42658.576;5.64;2020;2;5;6;33;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737457
1848;Belgium;2020-02-03;0;0;11589616;18.571;42658.576;5.64;2020;2;6;0;34;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737458
1849;Belgium;2020-02-04;1;0;11589616;18.571;42658.576;5.64;2020;2;6;1;35;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737459
1850;Belgium;2020-02-05;0;0;11589616;18.571;42658.576;5.64;2020;2;6;2;36;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737460
1851;Belgium;2020-02-06;0;0;11589616;18.571;42658.576;5.64;2020;2;6;3;37;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737461
1852;Belgium;2020-02-07;0;0;11589616;18.571;42658.576;5.64;2020;2;6;4;38;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737462
1853;Belgium;2020-02-08;0;0;11589616;18.571;42658.576;5.64;2020;2;6;5;39;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737463
1854;Belgium;2020-02-09;0;0;11589616;18.571;42658.576;5.64;2020;2;6;6;40;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737464
1855;Belgium;2020-02-10;0;0;11589616;18.571;42658.576;5.64;2020;2;7;0;41;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737465
1856;Belgium;2020-02-11;0;0;11589616;18.571;42658.576;5.64;2020;2;7;1;42;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737466
1857;Belgium;2020-02-12;0;0;11589616;18.571;42658.576;5.64;2020;2;7;2;43;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737467
1858;Belgium;2020-02-13;0;0;11589616;18.571;42658.576;5.64;2020;2;7;3;44;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737468
1859;Belgium;2020-02-14;0;0;11589616;18.571;42658.576;5.64;2020;2;7;4;45;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737469
1860;Belgium;2020-02-15;0;0;11589616;18.571;42658.576;5.64;2020;2;7;5;46;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737470
1861;Belgium;2020-02-16;0;0;11589616;18.571;42658.576;5.64;2020;2;7;6;47;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737471
1862;Belgium;2020-02-17;0;0;11589616;18.571;42658.576;5.64;2020;2;8;0;48;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737472
1863;Belgium;2020-02-18;0;0;11589616;18.571;42658.576;5.64;2020;2;8;1;49;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737473
1864;Belgium;2020-02-19;0;0;11589616;18.571;42658.576;5.64;2020;2;8;2;50;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737474
1865;Belgium;2020-02-20;0;0;11589616;18.571;42658.576;5.64;2020;2;8;3;51;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737475
1866;Belgium;2020-02-21;0;0;11589616;18.571;42658.576;5.64;2020;2;8;4;52;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737476
1867;Belgium;2020-02-22;0;0;11589616;18.571;42658.576;5.64;2020;2;8;5;53;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737477
1868;Belgium;2020-02-23;0;0;11589616;18.571;42658.576;5.64;2020;2;8;6;54;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737478
1869;Belgium;2020-02-24;0;0;11589616;18.571;42658.576;5.64;2020;2;9;0;55;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737479
1870;Belgium;2020-02-25;0;0;11589616;18.571;42658.576;5.64;2020;2;9;1;56;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737480
1871;Belgium;2020-02-26;0;0;11589616;18.571;42658.576;5.64;2020;2;9;2;57;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737481
1872;Belgium;2020-02-27;0;0;11589616;18.571;42658.576;5.64;2020;2;9;3;58;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737482
1873;Belgium;2020-02-28;0;0;11589616;18.571;42658.576;5.64;2020;2;9;4;59;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737483
1874;Belgium;2020-02-29;0;0;11589616;18.571;42658.576;5.64;2020;2;9;5;60;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737484
1875;Belgium;2020-03-01;0;0;11589616;18.571;42658.576;5.64;2020;3;9;6;61;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737485
1876;Belgium;2020-03-02;1;0;11589616;18.571;42658.576;5.64;2020;3;10;0;62;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737486
1877;Belgium;2020-03-03;6;0;11589616;18.571;42658.576;5.64;2020;3;10;1;63;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737487
1878;Belgium;2020-03-04;5;0;11589616;18.571;42658.576;5.64;2020;3;10;2;64;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737488
1879;Belgium;2020-03-05;10;0;11589616;18.571;42658.576;5.64;2020;3;10;3;65;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737489
1880;Belgium;2020-03-06;27;0;11589616;18.571;42658.576;5.64;2020;3;10;4;66;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737490
1881;Belgium;2020-03-07;59;0;11589616;18.571;42658.576;5.64;2020;3;10;5;67;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737491
1882;Belgium;2020-03-08;60;0;11589616;18.571;42658.576;5.64;2020;3;10;6;68;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737492
1883;Belgium;2020-03-09;31;0;11589616;18.571;42658.576;5.64;2020;3;11;0;69;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737493
1884;Belgium;2020-03-10;39;0;11589616;18.571;42658.576;5.64;2020;3;11;1;70;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737494
1885;Belgium;2020-03-11;28;0;11589616;18.571;42658.576;5.64;2020;3;11;2;71;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737495
1886;Belgium;2020-03-12;47;3;11589616;18.571;42658.576;5.64;2020;3;11;3;72;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737496
1887;Belgium;2020-03-13;85;0;11589616;18.571;42658.576;5.64;2020;3;11;4;73;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737497
1888;Belgium;2020-03-14;160;0;11589616;18.571;42658.576;5.64;2020;3;11;5;74;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737498
1889;Belgium;2020-03-15;130;1;11589616;18.571;42658.576;5.64;2020;3;11;6;75;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737499
1890;Belgium;2020-03-16;197;0;11589616;18.571;42658.576;5.64;2020;3;12;0;76;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737500
1891;Belgium;2020-03-17;199;1;11589616;18.571;42658.576;5.64;2020;3;12;1;77;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737501
1892;Belgium;2020-03-18;158;0;11589616;18.571;42658.576;5.64;2020;3;12;2;78;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737502
1893;Belgium;2020-03-19;243;9;11589616;18.571;42658.576;5.64;2020;3;12;3;79;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737503
1894;Belgium;2020-03-20;309;7;11589616;18.571;42658.576;5.64;2020;3;12;4;80;BEL;56;Europe;Western Europe;MPTH;HIG;4;4;many hospital beds per thousand inhabitants;high income;19;3;737504
